latitude,longitude,location,town,country
22.73,113.28,"('Zhongshan Shi', 'China')",Zhongshan Shi,China
22.73,113.3,"('Zhongshan Shi', 'China')",Zhongshan Shi,China
22.73,113.79,"('Shenzhen', 'China')",Shenzhen,China
22.73,113.8,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,113.82,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,113.89,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,113.9,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,113.91,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,114.0,"('Shenzhen', 'China')",Shenzhen,China
22.73,114.01,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,114.02,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,114.06,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,114.21,"('Shenzhen', 'China')",Shenzhen,China
22.73,114.22,"('Shenzhen', 'China')",Shenzhen,China
22.73,114.25,"('Shenzhen', 'China')",Shenzhen,China
22.73,114.27,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.73,114.31,"('Shenzhen', 'China')",Shenzhen,China
22.73,114.46,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.74,111.56,"('Yunfu', 'China')",Yunfu,China
22.74,113.26,"('Foshan Shi', 'China')",Foshan Shi,China
22.74,113.27,"('Foshan Shi', 'China')",Foshan Shi,China
22.74,113.78,"('Shenzhen', 'China')",Shenzhen,China
22.74,113.8,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,113.81,"('Shenzhen', 'China')",Shenzhen,China
22.74,113.83,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.0,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.01,"('Shenzhen', 'China')",Shenzhen,China
22.74,114.23,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.25,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.26,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.28,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.74,114.31,"('Shenzhen', 'China')",Shenzhen,China
22.74,114.46,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.74,114.47,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.75,111.56,"('Yunfu', 'China')",Yunfu,China
22.75,113.2,"('Foshan', 'China')",Foshan,China
22.75,113.67,"('Dongguan', 'China')",Dongguan,China
22.75,113.9,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.75,114.12,"('Dongguan', 'China')",Dongguan,China
22.75,114.14,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.75,114.17,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.75,114.36,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.75,114.37,"('Shenzhen', 'China')",Shenzhen,China
22.75,114.39,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.75,114.47,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.75,114.96,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.76,108.31,"('Nanning', 'China')",Nanning,China
22.76,108.33,"('Nanning Shi', 'China')",Nanning Shi,China
22.76,108.38,"('Nanning', 'China')",Nanning,China
22.76,111.56,"('Yunfu', 'China')",Yunfu,China
22.76,113.3,"('Foshan Shi', 'China')",Foshan Shi,China
22.76,113.35,"('Zhongshan', 'China')",Zhongshan,China
22.76,113.8,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.76,113.9,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.76,114.12,"('Dongguan', 'China')",Dongguan,China
22.76,114.3,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.76,114.31,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.76,114.39,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.76,114.43,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.76,114.47,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.76,114.95,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.77,100.97,"('Puer Shi', 'China')",Puer Shi,China
22.77,108.32,"('Nanning Shi', 'China')",Nanning Shi,China
22.77,113.29,"('Foshan Shi', 'China')",Foshan Shi,China
22.77,113.7,"('Dongguan', 'China')",Dongguan,China
22.77,113.77,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.77,113.82,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.77,113.85,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.77,114.07,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.77,114.11,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.77,114.31,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.77,114.32,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.77,114.39,"('Huizhou', 'China')",Huizhou,China
22.77,114.43,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.77,115.36,"('Shanwei Shi', 'China')",Shanwei Shi,China
22.78,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.78,113.28,"('Foshan Shi', 'China')",Foshan Shi,China
22.78,113.73,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,113.74,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,113.8,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,113.89,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.78,114.06,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,114.08,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,114.14,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.78,114.75,"('Huizhou', 'China')",Huizhou,China
22.78,115.36,"('Shanwei Shi', 'China')",Shanwei Shi,China
22.79,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.79,112.84,"('Jiangmen', 'China')",Jiangmen,China
22.79,113.69,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.79,113.71,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.79,113.73,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.79,113.76,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.79,113.88,"('Shenzhen', 'China')",Shenzhen,China
22.79,113.89,"('Shenzhen', 'China')",Shenzhen,China
22.79,113.94,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.79,114.04,"('Dongguan', 'China')",Dongguan,China
22.79,114.44,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.79,114.45,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.79,114.46,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.79,115.39,"('Shanwei Shi', 'China')",Shanwei Shi,China
22.8,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.8,108.31,"('Nanning Shi', 'China')",Nanning Shi,China
22.8,108.33,"('Nanning', 'China')",Nanning,China
22.8,108.39,"('Nanning Shi', 'China')",Nanning Shi,China
22.8,108.61,"('Nanning', 'China')",Nanning,China
22.8,112.84,"('Jiangmen', 'China')",Jiangmen,China
22.8,113.69,"('Dongguan', 'China')",Dongguan,China
22.8,113.86,"('Shenzhen Shi', 'China')",Shenzhen Shi,China
22.8,114.03,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.8,114.14,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.8,115.08,"('Shanwei', 'China')",Shanwei,China
22.8,115.4,"('Shanwei', 'China')",Shanwei,China
22.81,100.97,"(""Pu'er"", 'China')",Pu'er,China
22.81,108.26,"('Nanning', 'China')",Nanning,China
22.81,108.29,"('Nanning Shi', 'China')",Nanning Shi,China
22.81,108.33,"('Nanning Shi', 'China')",Nanning Shi,China
22.81,108.35,"('Nanning Shi', 'China')",Nanning Shi,China
22.81,108.39,"('Nanning', 'China')",Nanning,China
22.81,108.44,"('Nanning Shi', 'China')",Nanning Shi,China
22.81,113.49,"('Guangzhou', 'China')",Guangzhou,China
22.81,113.68,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.81,113.81,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.81,113.84,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.82,108.31,"('Nanning', 'China')",Nanning,China
22.82,108.32,"('Nanning Shi', 'China')",Nanning Shi,China
22.82,108.34,"('Nanning Shi', 'China')",Nanning Shi,China
22.82,108.41,"('Nanning Shi', 'China')",Nanning Shi,China
22.82,108.42,"('Nanning Shi', 'China')",Nanning Shi,China
22.82,113.63,"('Dongguan', 'China')",Dongguan,China
22.82,113.66,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.82,113.71,"('Dongguan', 'China')",Dongguan,China
22.82,113.95,"('Shenzhen', 'China')",Shenzhen,China
22.82,114.07,"('Dongguan', 'China')",Dongguan,China
22.82,114.1,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.82,114.19,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.82,114.93,"('Huizhou', 'China')",Huizhou,China
22.82,115.82,"('Shanwei', 'China')",Shanwei,China
22.82,115.83,"('Shanwei', 'China')",Shanwei,China
22.83,108.27,"('Nanning Shi', 'China')",Nanning Shi,China
22.83,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.83,108.31,"('Nanning Shi', 'China')",Nanning Shi,China
22.83,108.34,"('Nanning Shi', 'China')",Nanning Shi,China
22.83,108.64,"('Nanning', 'China')",Nanning,China
22.83,113.66,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,113.68,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,113.71,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,113.96,"('Dongguan', 'China')",Dongguan,China
22.83,114.1,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,114.16,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,114.17,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.83,114.51,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.84,108.22,"('Nanning Shi', 'China')",Nanning Shi,China
22.84,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.84,108.31,"('Nanning Shi', 'China')",Nanning Shi,China
22.84,108.33,"('Nanning', 'China')",Nanning,China
22.84,113.16,"('Foshan', 'China')",Foshan,China
22.84,113.7,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.84,114.09,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.84,114.16,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.84,114.18,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.84,114.33,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.85,108.3,"('Nanning', 'China')",Nanning,China
22.85,108.33,"('Nanning Shi', 'China')",Nanning Shi,China
22.85,113.25,"('Foshan Shi', 'China')",Foshan Shi,China
22.85,113.62,"('Dongguan', 'China')",Dongguan,China
22.85,113.66,"('Dongguan', 'China')",Dongguan,China
22.85,113.72,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.85,113.99,"('Dongguan', 'China')",Dongguan,China
22.86,108.29,"('Nanning', 'China')",Nanning,China
22.86,108.33,"('Nanning Shi', 'China')",Nanning Shi,China
22.86,108.35,"('Nanning Shi', 'China')",Nanning Shi,China
22.86,110.55,"('Yulin Shi', 'China')",Yulin Shi,China
22.86,113.25,"('Foshan Shi', 'China')",Foshan Shi,China
22.86,113.35,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.86,113.67,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.86,113.83,"('Dongguan', 'China')",Dongguan,China
22.86,113.98,"('Dongguan', 'China')",Dongguan,China
22.87,108.27,"('Nanning Shi', 'China')",Nanning Shi,China
22.87,108.31,"('Nanning Shi', 'China')",Nanning Shi,China
22.87,108.88,"('Nanning', 'China')",Nanning,China
22.87,113.44,"('Guangzhou', 'China')",Guangzhou,China
22.87,113.87,"('Dongguan', 'China')",Dongguan,China
22.87,113.89,"('Dongguan', 'China')",Dongguan,China
22.88,108.3,"('Nanning Shi', 'China')",Nanning Shi,China
22.88,113.27,"('Foshan', 'China')",Foshan,China
22.89,111.03,"('Wuzhou', 'China')",Wuzhou,China
22.89,112.86,"('Foshan Shi', 'China')",Foshan Shi,China
22.89,112.88,"('Foshan Shi', 'China')",Foshan Shi,China
22.89,113.32,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.89,113.45,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.89,114.48,"('Huizhou', 'China')",Huizhou,China
22.89,115.21,"('Shanwei', 'China')",Shanwei,China
22.9,112.86,"('Foshan Shi', 'China')",Foshan Shi,China
22.9,112.87,"('Foshan Shi', 'China')",Foshan Shi,China
22.9,112.88,"('Foshan Shi', 'China')",Foshan Shi,China
22.9,112.89,"('Foshan', 'China')",Foshan,China
22.9,113.38,"('Guangzhou', 'China')",Guangzhou,China
22.9,113.39,"('Guangzhou', 'China')",Guangzhou,China
22.9,113.85,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.9,114.08,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.9,115.22,"('Shanwei', 'China')",Shanwei,China
22.91,108.49,"('Nanning', 'China')",Nanning,China
22.91,113.08,"('Foshan', 'China')",Foshan,China
22.91,113.21,"('Foshan Shi', 'China')",Foshan Shi,China
22.91,113.29,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.91,113.34,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.91,113.35,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.91,113.49,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.91,113.65,"('Dongguan', 'China')",Dongguan,China
22.91,113.67,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,113.68,"('Dongguan', 'China')",Dongguan,China
22.91,113.97,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,114.0,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,114.01,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,114.06,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,114.07,"('Dongguan', 'China')",Dongguan,China
22.91,114.09,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.91,114.11,"('Dongguan', 'China')",Dongguan,China
22.92,113.02,"('Foshan Shi', 'China')",Foshan Shi,China
22.92,113.39,"('Guangzhou', 'China')",Guangzhou,China
22.92,113.47,"('Guangzhou', 'China')",Guangzhou,China
22.92,113.61,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.92,113.67,"('Dongguan', 'China')",Dongguan,China
22.92,113.99,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.92,114.0,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.93,107.94,"('Nanning', 'China')",Nanning,China
22.93,110.99,"('Wuzhou', 'China')",Wuzhou,China
22.93,112.02,"('Yunfu', 'China')",Yunfu,China
22.93,112.03,"('Yunfu Shi', 'China')",Yunfu Shi,China
22.93,113.29,"('Guangzhou', 'China')",Guangzhou,China
22.93,113.36,"('Guangzhou', 'China')",Guangzhou,China
22.93,113.66,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.93,113.67,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.93,113.68,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.94,112.04,"('Yunfu Shi', 'China')",Yunfu Shi,China
22.94,113.35,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.94,113.36,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.94,113.39,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.94,113.4,"('Guangzhou', 'China')",Guangzhou,China
22.94,113.66,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.94,113.93,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.95,109.76,"('Guigang', 'China')",Guigang,China
22.95,113.36,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.95,113.37,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.95,113.91,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.95,113.97,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.95,114.02,"('Dongguan', 'China')",Dongguan,China
22.95,114.18,"('Dongguan', 'China')",Dongguan,China
22.95,114.67,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.95,115.72,"('Shanwei', 'China')",Shanwei,China
22.96,112.03,"('Yunfu', 'China')",Yunfu,China
22.96,112.95,"('Foshan Shi', 'China')",Foshan Shi,China
22.96,113.01,"('Foshan Shi', 'China')",Foshan Shi,China
22.96,113.48,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.96,113.64,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.96,113.94,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.96,114.01,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.96,114.06,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.96,114.25,"('Huizhou', 'China')",Huizhou,China
22.96,115.32,"('Shanwei', 'China')",Shanwei,China
22.96,115.62,"('Shanwei', 'China')",Shanwei,China
22.97,113.69,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.97,113.76,"('Dongguan', 'China')",Dongguan,China
22.97,113.88,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.97,113.89,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.97,113.9,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.97,113.94,"('Dongguan', 'China')",Dongguan,China
22.97,114.03,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.97,115.32,"('Shanwei', 'China')",Shanwei,China
22.98,113.12,"('Foshan Shi', 'China')",Foshan Shi,China
22.98,113.31,"('Guangzhou', 'China')",Guangzhou,China
22.98,113.94,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.98,113.99,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.98,114.06,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.98,114.47,"('Huizhou Shi', 'China')",Huizhou Shi,China
22.99,112.94,"('Foshan Shi', 'China')",Foshan Shi,China
22.99,113.3,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.99,113.34,"('Guangzhou', 'China')",Guangzhou,China
22.99,113.35,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
22.99,113.81,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.99,113.82,"('Dongguan', 'China')",Dongguan,China
22.99,113.86,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.99,113.88,"('Dongguan', 'China')",Dongguan,China
22.99,113.9,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.99,113.91,"('Dongguan', 'China')",Dongguan,China
22.99,113.95,"('Dongguan Shi', 'China')",Dongguan Shi,China
22.99,114.02,"('Dongguan', 'China')",Dongguan,China
22.99,114.48,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.0,113.4,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.0,113.41,"('Guangzhou', 'China')",Guangzhou,China
23.0,113.42,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.0,113.75,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.0,113.88,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.0,113.89,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.0,113.9,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.0,114.33,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.0,114.34,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.0,114.7,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.01,113.07,"('Foshan', 'China')",Foshan,China
23.01,113.37,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.01,113.39,"('Guangzhou', 'China')",Guangzhou,China
23.01,113.76,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.01,113.95,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.01,114.34,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.01,114.43,"('Huizhou', 'China')",Huizhou,China
23.01,114.7,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.02,113.29,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.02,113.31,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.02,113.34,"('Guangzhou', 'China')",Guangzhou,China
23.02,113.74,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.02,113.77,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.02,113.78,"(None, 'China')",,China
23.02,113.81,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.02,113.88,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.02,113.94,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.02,114.31,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.02,114.32,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.02,114.33,"('Huizhou', 'China')",Huizhou,China
23.03,112.46,"('Zhaoqing Shi', 'China')",Zhaoqing Shi,China
23.03,112.97,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.08,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.11,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.12,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.14,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.15,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.17,"('Foshan Shi', 'China')",Foshan Shi,China
23.03,113.29,"('Guangzhou', 'China')",Guangzhou,China
23.03,113.3,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.03,113.31,"('Guangzhou', 'China')",Guangzhou,China
23.03,113.32,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.03,113.72,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,113.76,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,113.83,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,113.88,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,113.94,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,113.96,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.03,114.34,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.03,114.35,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.04,112.96,"('Foshan', 'China')",Foshan,China
23.04,113.1,"('Foshan Shi', 'China')",Foshan Shi,China
23.04,113.11,"('Foshan', 'China')",Foshan,China
23.04,113.12,"(None, 'China')",,China
23.04,113.13,"('Foshan Shi', 'China')",Foshan Shi,China
23.04,113.3,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.04,113.31,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.04,113.41,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.04,113.69,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.04,113.75,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.04,113.76,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.05,112.45,"('Zhaoqing', 'China')",Zhaoqing,China
23.05,112.46,"('Zhaoqing Shi', 'China')",Zhaoqing Shi,China
23.05,112.97,"('Foshan', 'China')",Foshan,China
23.05,113.03,"('Foshan', 'China')",Foshan,China
23.05,113.04,"('Foshan Shi', 'China')",Foshan Shi,China
23.05,113.13,"('Foshan Shi', 'China')",Foshan Shi,China
23.05,113.15,"('Foshan Shi', 'China')",Foshan Shi,China
23.05,113.36,"('Guangzhou', 'China')",Guangzhou,China
23.05,113.37,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.05,113.38,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.05,113.39,"('Guangzhou', 'China')",Guangzhou,China
23.05,114.25,"('Huizhou', 'China')",Huizhou,China
23.06,105.81,"('Baise', 'China')",Baise,China
23.06,110.43,"('Guigang', 'China')",Guigang,China
23.06,112.45,"('Zhaoqing', 'China')",Zhaoqing,China
23.06,112.46,"('Zhaoqing Shi', 'China')",Zhaoqing Shi,China
23.06,113.09,"('Foshan', 'China')",Foshan,China
23.06,113.13,"('Foshan Shi', 'China')",Foshan Shi,China
23.06,113.29,"('Guangzhou', 'China')",Guangzhou,China
23.06,113.31,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.06,113.39,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.06,113.66,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,113.7,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,113.76,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,113.77,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,113.81,"('Dongguan', 'China')",Dongguan,China
23.06,113.82,"('Dongguan', 'China')",Dongguan,China
23.06,113.89,"('Dongguan', 'China')",Dongguan,China
23.06,113.9,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,113.99,"('Dongguan Shi', 'China')",Dongguan Shi,China
23.06,114.39,"('Huizhou Shi', 'China')",Huizhou Shi,China
23.06,115.38,"('Shanwei', 'China')",Shanwei,China
23.07,113.15,"('Foshan', 'China')",Foshan,China
23.07,113.23,"('Guangzhou', 'China')",Guangzhou,China
23.07,113.24,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.07,113.3,"('Guangzhou', 'China')",Guangzhou,China
23.07,113.52,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
23.07,113.53,"('Guangzhou Shi', 'China')",Guangzhou Shi,China
